cohort	model	param	value
UCS_OS_df377	XGBoost	min_child_weight	3
UCS_OS_df377	XGBoost	subsample	0.8
UCS_OS_df377	XGBoost	nthread	1
UCS_OS_df377	XGBoost	validate_parameters	TRUE
UCS_OS_df377	XGBoost	nrounds	500
UCS_OS_df377	RSF	ntree	1000
UCS_OS_df377	RSF	mtry	1
UCS_OS_df377	RSF	nodesize	15
UCS_OS_df377	MTLR	nintervals	default
UCS_OS_df377	MTLR	regularization	C1=1000
UCS_OS_df377	MVL	weight_RSF	0.25
UCS_OS_df377	MVL	weight_XGBoost	0.25
UCS_OS_df377	MVL	weight_MTLR	0.25
UCS_OS_df377	MVL	weight_Boruta	0.25
UCS_PFI_df377	XGBoost	objective	survival:cox
UCS_PFI_df377	XGBoost	eval_metric	cox-nloglik
UCS_PFI_df377	XGBoost	eta	0.05
UCS_PFI_df377	XGBoost	max_depth	4
UCS_PFI_df377	XGBoost	min_child_weight	3
UCS_PFI_df377	XGBoost	subsample	0.8
UCS_PFI_df377	XGBoost	nthread	1
UCS_PFI_df377	XGBoost	validate_parameters	TRUE
UCS_PFI_df377	XGBoost	nrounds	500
UCS_PFI_df377	RSF	ntree	1000
UCS_PFI_df377	RSF	mtry	1
UCS_PFI_df377	RSF	nodesize	15
UCS_PFI_df377	MTLR	nintervals	default
UCS_PFI_df377	MTLR	regularization	C1=100
UCS_PFI_df377	MVL	weight_RSF	0.25
UCS_PFI_df377	MVL	weight_XGBoost	0.25
UCS_PFI_df377	MVL	weight_MTLR	0.25
UCS_PFI_df377	MVL	weight_Boruta	0.25
UVM_DSS_df377	XGBoost	objective	survival:cox
UVM_DSS_df377	XGBoost	eval_metric	cox-nloglik
UVM_DSS_df377	XGBoost	eta	0.05
UVM_DSS_df377	XGBoost	max_depth	4
UVM_DSS_df377	XGBoost	min_child_weight	3
UVM_DSS_df377	XGBoost	subsample	0.8
UVM_DSS_df377	XGBoost	nthread	1
UVM_DSS_df377	XGBoost	validate_parameters	TRUE
UVM_DSS_df377	XGBoost	nrounds	500
UVM_DSS_df377	RSF	ntree	1000
UVM_DSS_df377	RSF	mtry	4
UVM_DSS_df377	RSF	nodesize	15
UVM_DSS_df377	MTLR	nintervals	default
UVM_DSS_df377	MTLR	regularization	C1=0.1
UVM_DSS_df377	MVL	weight_XGBoost	6.084225
UVM_DSS_df377	MVL	weight_MTLR	1.370592
UVM_DSS_df377	MVL	weight_RSF	-0.306027
UVM_DSS_df377	MVL	weight_Boruta	0
UVM_OS_df377	XGBoost	objective	survival:cox
UVM_OS_df377	XGBoost	eval_metric	cox-nloglik
UVM_OS_df377	XGBoost	eta	0.05
UVM_OS_df377	XGBoost	max_depth	4
UVM_OS_df377	XGBoost	min_child_weight	3
UVM_OS_df377	XGBoost	subsample	0.8
UVM_OS_df377	XGBoost	nthread	1
UVM_OS_df377	XGBoost	validate_parameters	TRUE
UVM_OS_df377	XGBoost	nrounds	500
UVM_OS_df377	RSF	ntree	1000
UVM_OS_df377	RSF	mtry	4
UVM_OS_df377	RSF	nodesize	15
UVM_OS_df377	MTLR	nintervals	default
UVM_OS_df377	MTLR	regularization	C1=0.1
UVM_OS_df377	MVL	weight_XGBoost	6.699879
UVM_OS_df377	MVL	weight_MTLR	1.743167
UVM_OS_df377	MVL	weight_Boruta	-0.374213
UVM_OS_df377	MVL	weight_RSF	-0.178632
UVM_PFI_df377	XGBoost	objective	survival:cox
UVM_PFI_df377	XGBoost	eval_metric	cox-nloglik
UVM_PFI_df377	XGBoost	eta	0.05
UVM_PFI_df377	XGBoost	max_depth	4
UVM_PFI_df377	XGBoost	min_child_weight	3
UVM_PFI_df377	XGBoost	subsample	0.8
UVM_PFI_df377	XGBoost	nthread	1
UVM_PFI_df377	XGBoost	validate_parameters	TRUE
UVM_PFI_df377	XGBoost	nrounds	500
UVM_PFI_df377	RSF	ntree	1000
UVM_PFI_df377	RSF	mtry	4
UVM_PFI_df377	RSF	nodesize	15
UVM_PFI_df377	MTLR	nintervals	default
UVM_PFI_df377	MTLR	regularization	C1=1000
UVM_PFI_df377	MVL	weight_XGBoost	5.338264
UVM_PFI_df377	MVL	weight_MTLR	1.242838
UVM_PFI_df377	MVL	weight_Boruta	0.890573
UVM_PFI_df377	MVL	weight_RSF	-0.659579
